20000.00	0.4107840681	0.1164193388	0.1224358096	3.9260783000	1.1689992104	0.4344261891	0.0467190377	3.1640201669	1.0174724311	0.3276319440	0.1048077417	3.1613258792	1.0108596372	0.3274535486	0.1044599937	0.0026942877	0.0066127938	0.0001783955	0.0003477480	0.1895991075	0.6710183707	5039.0000000000	-0.1011846049	-0.0006814650	-0.1018660699	-0.1000000000
40000.00	0.4366696888	0.1230703396	0.1230703396	4.3553996549	1.1474141786	1.2426913188	0.1020351501	2.8014375025	0.9408411256	0.3112708336	0.1045379028	2.7877585156	0.9250573348	0.3097509462	0.1027841483	0.0136789869	0.0157837909	0.0015198874	0.0017537545	0.1845178333	3.7410612561	5060.0000000000	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
60000.00	0.2829612998	0.1413999477	0.1297635283	5.1027040397	1.1821530195	2.5168586735	0.2317911235	2.2987174830	0.8435104694	0.2871278832	0.1068514266	2.2836407261	0.8260745524	0.2849210300	0.1042881789	0.0150767568	0.0174359170	0.0022068533	0.0025632477	0.2112199364	4.8364433930	4763.0000000000	0.0823098986	0.0017389359	0.0840488345	0.1000000000
80000.00	0.2986537333	0.1550970949	0.1322825188	4.6286070071	1.0696778702	2.3227389035	0.2172720394	2.0252455701	0.7460793076	0.2806225335	0.1063265232	2.0127057493	0.7315719644	0.2782260252	0.1035314406	0.0125398208	0.0145073432	0.0023965083	0.0027950826	0.2152460892	4.5238118626	4554.0000000000	0.1452144763	0.0029317277	0.1481462040	0.2000000000
100000.00	0.1491415712	0.1975608382	0.1600033525	6.5977512454	1.1131708999	5.0221199164	0.4704455617	1.3647452947	0.5528643496	0.2108860343	0.0898609886	1.3483192474	0.5335846950	0.2068340227	0.0850649692	0.0164260473	0.0192796547	0.0040520116	0.0047960194	0.2244166387	7.7869581965	4394.0000000000	0.1592359756	0.0059216346	0.1651576102	0.3000000000
100000.00	0.1491415566	0.1975608420	0.1600033559	7.3541759278	1.1187277096	5.7785468296	0.4760028887	1.3647432893	0.5528638848	0.2108858089	0.0898609361	1.3483172705	0.5335842677	0.2068338022	0.0850649226	0.0164260188	0.0192796171	0.0040520068	0.0047960135	0.2244163168	7.7869455721	4372.0000000000	1.194674E+04	444.2726183122	1.239101E+04	0.3000000000
120000.00	0.2322406098	0.1899636061	0.1449614204	4.5204437675	0.9826970599	2.8202844691	0.3155990974	1.4566145010	0.5668260382	0.2435447973	0.1002719242	1.4449173740	0.5533508178	0.2400875425	0.0961882389	0.0116971271	0.0134752204	0.0034572549	0.0040836854	0.2297084838	5.4463940264	4248.0000000000	0.2225151921	0.0052174612	0.2277326532	0.4000000000
120000.00	0.2322405997	0.1899636126	0.1449614254	5.0234676015	0.9884494350	3.3233131589	0.3213526062	1.4566101322	0.5668250183	0.2435443104	0.1002718106	1.4449130444	0.5533498452	0.2400870629	0.0961881336	0.0116970879	0.0134751731	0.0034572475	0.0040836769	0.2297087457	5.4463771930	4226.0000000000	8911.1719746517	208.9463544844	9120.1183291361	0.4000000000
140000.00	0.0506388520	0.3514013634	0.2865503861	17.1559604064	1.0469284885	16.7896625855	0.8418568307	0.3025649770	0.1640488033	0.0637328439	0.0410228545	0.2780199528	0.1336132161	0.0540787727	0.0286380933	0.0245450242	0.0304355873	0.0096540712	0.0123847612	0.2161430896	22.7830656082	4135.0000000000	0.0684841290	0.0149736100	0.0834577391	0.5000000000
140000.00	0.0506388207	0.3514014749	0.2865504990	19.2823975556	1.0522469969	18.9161013724	0.8471758327	0.3025635272	0.1640483701	0.0637326561	0.0410227941	0.2780186295	0.1336129378	0.0540786143	0.0286380661	0.0245448976	0.0304354323	0.0096540417	0.0123847280	0.2161094380	22.7829674001	4117.0000000000	1870.5490953050	408.9840221374	2279.5331174424	0.5000000000
160000.00	0.4135451966	0.2047486198	0.1418958451	2.6409582592	0.7113605675	1.0683310667	0.1314422731	1.3180064064	0.4792325171	0.2546207862	0.1006857774	1.3117228425	0.4720354502	0.2514987063	0.0970144408	0.0062835639	0.0071970668	0.0031220799	0.0036713366	0.2198858189	3.4591223959	4016.0000000000	0.2807369217	0.0042992708	0.2850361924	0.6000000000
160000.00	0.4135452417	0.2047485976	0.1418958297	2.9681029742	0.7180420849	1.3954856714	0.1381259493	1.3179974998	0.4792305736	0.2546198030	0.1006855620	1.3117139812	0.4720335573	0.2514977354	0.0970142385	0.0062835186	0.0071970163	0.0031220675	0.0036713236	0.2198868178	3.4590999565	3994.0000000000	5817.9890450269	89.0980239081	5907.0870689350	0.6000000000
180000.00	0.3365819473	0.2195068263	0.1472387156	2.9913944178	0.7443661803	1.5924189174	0.1989284383	1.1584687815	0.4441130915	0.2405067189	0.1013246505	1.1523618941	0.4370839735	0.2366887511	0.0968052502	0.0061068874	0.0070291180	0.0038179678	0.0045194003	0.2381127856	3.8053122873	3921.0000000000	0.3041131252	0.0050570856	0.3091702108	0.7000000000
180000.00	0.3365819642	0.2195068140	0.1472387075	3.3616306950	0.7504848509	1.9626667584	0.2050498593	1.1584583705	0.4441106157	0.2405055662	0.1013243759	1.1523515411	0.4370815617	0.2366876170	0.0968049951	0.0061068294	0.0070290540	0.0038179492	0.0045193808	0.2381125870	3.8052811317	3899.0000000000	5077.4555570900	84.4326480757	5161.8882051657	0.7000000000
200000.00	0.3356493826	0.2314316885	0.1505532833	2.8924263178	0.7119552842	1.6067126112	0.2044682972	1.0526897868	0.4071242235	0.2330239198	0.1003627635	1.0471674862	0.4007934801	0.2288274967	0.0953836986	0.0055223006	0.0063307434	0.0041964230	0.0049790650	0.2435601364	3.8196412503	3839.0000000000	0.3190035781	0.0051155188	0.3241190969	0.8000000000
200000.00	0.3356493998	0.2314316733	0.1505532735	3.2578569125	0.7179447328	1.9721565918	0.2104609961	1.0526777349	0.4071212977	0.2330225859	0.1003624389	1.0471555006	0.4007906263	0.2288261872	0.0953833991	0.0055222343	0.0063306714	0.0041963987	0.0049790398	0.2435591748	3.8196029809	3817.0000000000	4459.3235427141	71.5093196154	4530.8328623296	0.8000000000
220000.00	0.2464836192	0.2526984320	0.1623124974	3.6983778106	0.7735007691	2.6042917513	0.3195027230	0.8855258763	0.3582368023	0.2085601830	0.0957612438	0.8798254593	0.3516545201	0.2031793464	0.0893009254	0.0057004170	0.0065822821	0.0053808366	0.0064603184	0.2571725884	4.6277269272	3775.0000000000	0.3151640069	0.0061367960	0.3213008029	0.9000000000
220000.00	0.2464836243	0.2526984209	0.1623124904	4.1486890810	0.7789384148	3.0546169350	0.3249439405	0.8855133513	0.3582335878	0.2085587947	0.0957608865	0.8798130185	0.3516513970	0.2031779944	0.0893006055	0.0057003329	0.0065821909	0.0053808003	0.0064602811	0.2571697054	4.6276724323	3753.0000000000	3789.0378852681	73.7789744434	3862.8168597115	0.9000000000
240000.00	0.0783609912	0.4178234745	0.3456925658	10.8522835901	0.9438583826	10.6197454718	0.8218856319	0.1869766219	0.0906015489	0.0455614964	0.0313712017	0.1801224702	0.0821020112	0.0374499865	0.0194673047	0.0068541517	0.0084995378	0.0081115099	0.0119038970	0.2623870325	11.3358282918	3753.0000000000	0.0821989640	0.0086115264	0.0908104903	1.0000000000
240000.00	0.0783610289	0.4178234307	0.3456925355	11.9432250185	0.9480568546	11.7106904435	0.8260850237	0.1869734247	0.0906007205	0.0455611503	0.0313711104	0.1801193960	0.0821013235	0.0374497024	0.0194672798	0.0068540286	0.0084993970	0.0081114479	0.0119038306	0.2623726202	11.3356814786	3731.0000000000	866.9001184581	90.8201818210	957.7203002791	1.0000000000
260000.00	0.2196250075	0.2805846589	0.1748797035	3.9668622885	0.7598380423	3.0769525590	0.3767625718	0.7040157464	0.2926076674	0.1858939831	0.0904678031	0.6989042598	0.2867656526	0.1794012862	0.0825548311	0.0051114866	0.0058420148	0.0064926969	0.0079129721	0.2684202485	5.1392912292	3660.0000000000	0.3152519261	0.0062478568	0.3214997829	1.1000000000
260000.00	0.2196249950	0.2805846581	0.1748797039	4.4484806702	0.7649976639	3.5585867686	0.3819264458	0.7040015022	0.2926038411	0.1858923994	0.0904673770	0.6988901228	0.2867619397	0.1793997583	0.0825544620	0.0051113794	0.0058419014	0.0064926411	0.0079129150	0.2684155717	5.1392116124	3638.0000000000	2961.1982570942	58.6870251862	3019.8852822804	1.1000000000
280000.00	0.3207259234	0.2743493338	0.1635872097	2.7077594536	0.6319275630	1.7506944479	0.2346267738	0.7503050195	0.3004415020	0.2067599862	0.0968592871	0.7467874817	0.2964441570	0.2010677850	0.0900120516	0.0035175378	0.0039973451	0.0056922013	0.0068472355	0.2654506825	3.7924109425	3602.0000000000	0.3525444692	0.0047669118	0.3573113810	1.2000000000
280000.00	0.3207259418	0.2743493135	0.1635871977	3.0663027873	0.6375311214	2.1092488029	0.2402332428	0.7502950924	0.3004388816	0.2067588920	0.0968589970	0.7467776041	0.2964415909	0.2010667212	0.0900117929	0.0035174883	0.0039972906	0.0056921708	0.0068472041	0.2654465729	3.7923735566	3580.0000000000	5330.7323499402	72.0792090661	5402.8115590062	1.2000000000
300000.00	0.1004909611	0.3866335096	0.2827263917	8.3810904050	0.8952439429	8.0250439090	0.7216048874	0.2776154392	0.1249267934	0.0784310568	0.0487122622	0.2725125258	0.1188762646	0.0685468073	0.0353375069	0.0051029134	0.0060505288	0.0098842495	0.0133747552	0.2755948487	9.5349910710	3611.0000000000	0.1499571695	0.0079207983	0.1578779678	1.3000000000
