2.000000E+04	0.0994111332	0.4904276797	0.4907387802	7.5145047186	0.7809036931	7.4937570095	0.7552424801	0.0014930148	0.0019725601	0.0001561679	0.0002041608	3.010917E-06	2.949398E-06	3.333851E-07	3.265729E-07	0.0012904405	0.0017206133	0.0001348165	0.0001778420	1.0011515137	1.3980967419	2228.1747567886	1.0000000000	1.0000000000	1.0000000000	-0.1000000000	6.1280143815	2228.8092773840
4.000000E+04	0.1013395394	0.4907440863	0.4907440863	7.3759250778	0.7791019670	7.3569425403	0.7543434310	0.0014784503	0.0019318209	0.0001642723	0.0002146468	3.923299E-06	3.846917E-06	4.359221E-07	4.274352E-07	0.0012967971	0.0017091182	0.0001440886	0.0001899020	1.0017578463	1.4142122640	2208.6856948111	1.0000000000	1.0000000000	1.0000000000	0.000000E+00	6.0810903512	2209.2940838239
6.000000E+04	0.1031857727	0.4910344825	0.4907430637	7.2216298096	0.7772725703	7.2020762088	0.7532668797	0.0014668131	0.0018995625	0.0001725507	0.0002255901	3.244926E-06	3.176045E-06	3.624701E-07	3.547769E-07	0.0012565530	0.0016420536	0.0001479934	0.0001952698	1.0025617810	1.3793105313	2190.0577706179	3.403885E-07	0.0001694342	0.0001922544	0.1000000000	6.0366649016	2190.6376170298
8.000000E+04	0.1050573269	0.4913201652	0.4907558228	7.1072421997	0.7757120237	7.0896926222	0.7525064522	0.0014819455	0.0018969932	0.0001837566	0.0002394915	4.411106E-06	4.326201E-06	4.942551E-07	4.847459E-07	0.0013181611	0.0016997374	0.0001637485	0.0002150162	1.0030649742	1.4561528042	2172.0362993001	7.221237E-07	0.0003436111	0.0003826959	0.2000000000	5.9942680722	2172.5698178773
1.000000E+05	0.1069238290	0.4915888867	0.4907686732	6.9615206467	0.7741032032	6.9436921088	0.7515637607	0.0014686906	0.0018649274	0.0001915458	0.0002495673	4.123047E-06	4.036131E-06	4.625405E-07	4.527960E-07	0.0012644779	0.0016205728	0.0001655128	0.0002177340	1.0038065155	1.4059725019	2155.0674544143	1.083910E-06	0.0005045612	0.0005678247	0.3000000000	5.9550091951	2155.5493681329
1.200000E+05	0.1088178926	0.4918529094	0.4907934682	6.8491151046	0.7726514054	6.8327980145	0.7508394840	0.0014903840	0.0018729171	0.0002033765	0.0002640939	4.110203E-06	4.027287E-06	4.625684E-07	4.532430E-07	0.0013514848	0.0017098063	0.0001850247	0.0002419309	1.0043397403	1.5116920474	2138.9267243889	1.528918E-06	0.0006740231	0.0007525726	0.4000000000	5.9155642218	2139.3593330084
1.400000E+05	0.1106503781	0.4921049313	0.4908213109	6.7346270737	0.7714385408	6.7188456095	0.7504036856	0.0014897972	0.0018604474	0.0002128340	0.0002763347	5.248656E-06	5.151441E-06	5.948779E-07	5.838716E-07	0.0013083306	0.0016471790	0.0001878620	0.0002460053	1.0048823239	1.4729576234	2123.4584579107	2.061409E-06	0.0008464485	0.0009409576	0.5000000000	5.8793856913	2123.8442644467
1.600000E+05	0.1124872879	0.4923427941	0.4908488540	6.6077415613	0.7701035003	6.5917067589	0.7496013133	0.0014875437	0.0018459724	0.0002217574	0.0002877839	4.326152E-06	4.237448E-06	4.906516E-07	4.806050E-07	0.0012930416	0.0016172814	0.0001939085	0.0002537830	1.0055940654	1.4647648245	2108.6115278842	2.511327E-06	0.0009969857	0.0011229880	0.6000000000	5.8431742036	2108.9539005762
1.800000E+05	0.1143685106	0.4925791682	0.4908897889	6.5170886727	0.7689984722	6.5025074766	0.7491231024	0.0015366881	0.0018883418	0.0002372951	0.0003065060	5.502657E-06	5.396136E-06	6.252995E-07	6.132134E-07	0.0013816867	0.0017096370	0.0002146116	0.0002792361	1.0059830134	1.5736372155	2094.2812582901	3.255827E-06	0.0011864519	0.0013171785	0.7000000000	5.8097021709	2094.5833802077
2.000000E+05	0.1162211324	0.4928044436	0.4909320605	6.4098195047	0.7679785339	6.3954654743	0.7488212578	0.0015361354	0.0018790844	0.0002469788	0.0003190549	6.721634E-06	6.598018E-06	7.657992E-07	7.517412E-07	0.0013416415	0.0016545574	0.0002174655	0.0002833955	1.0065067140	1.5379160157	2080.1669993126	4.093824E-06	0.0013621795	0.0015115946	0.8000000000	5.7774799441	2080.4254571818
2.200000E+05	0.1180588221	0.4930184561	0.4909744862	6.2969641846	0.7669051552	6.2825766253	0.7482261127	0.0015361093	0.0018689976	0.0002559229	0.0003302914	5.393910E-06	5.281393E-06	6.159122E-07	6.030845E-07	0.0013403111	0.0016430667	0.0002252085	0.0002930690	1.0071755085	1.5451858638	2067.2872722505	4.872719E-06	0.0015148242	0.0017000170	0.9000000000	5.7464408452	2067.5163310459
2.400000E+05	0.1199701564	0.4932327101	0.4910308820	6.2148305847	0.7660334336	6.2016801204	0.7479930934	0.0015686374	0.0018953628	0.0002697792	0.0003470824	6.520863E-06	6.390388E-06	7.476187E-07	7.326951E-07	0.0014226213	0.0017303398	0.0002465462	0.0003194264	1.0075152240	1.6487761579	2054.4858864767	6.004698E-06	0.0017192463	0.0019063057	1.0000000000	5.7161466837	2054.6887163910
2.600000E+05	0.1218453355	0.4934372436	0.4910879728	6.1229903484	0.7652671111	6.1103013080	0.7477980871	0.0015799344	0.0019002449	0.0002809079	0.0003610124	7.631443E-06	7.490063E-06	8.788985E-07	8.626587E-07	0.0014055637	0.0017029711	0.0002523328	0.0003268656	1.0079436837	1.6386425788	2042.1670291983	7.301599E-06	0.0019137839	0.0021145755	1.1000000000	5.6869432061	2042.3498081274
2.800000E+05	0.1236715481	0.4936312022	0.4911433483	6.0223262389	0.7644801254	6.0095441048	0.7475464914	0.0016015932	0.0019159780	0.0002931158	0.0003759558	7.295648E-06	7.144277E-06	8.420630E-07	8.246444E-07	0.0013948802	0.0016827224	0.0002584894	0.0003346320	1.0085474099	1.6350494757	2030.2383329494	8.555084E-06	0.0020816411	0.0023192478	1.2000000000	5.6587183704	2030.4036324546
3.000000E+05	0.1255811270	0.4938237660	0.4912093189	5.9374757468	0.7637550616	5.9252035384	0.7473138014	0.0015991309	0.0019073757	0.0003026276	0.0003881364	7.066860E-06	6.922376E-06	8.177996E-07	8.011175E-07	0.0014739908	0.0017677690	0.0002812412	0.0003628022	1.0089774209	1.7370882463	2018.5714358688	1.007977E-05	0.0022726470	0.0025315986	1.3000000000	5.6311934241	2018.7141035737
3.200000E+05	0.1275415044	0.4940133373	0.4912836129	5.8618786911	0.7631824873	5.8502643300	0.7472333406	0.0016712929	0.0019785621	0.0003221896	0.0004112210	9.526485E-06	9.347090E-06	1.106563E-06	1.085792E-06	0.0015030885	0.0017909057	0.0002929930	0.0003765668	1.0092474160	1.7786431657	2007.8160953008	1.238223E-05	0.0025088103	0.0027685009	1.4000000000	5.6047020283	2007.9485631430
3.400000E+05	0.1294081272	0.4941893114	0.4913500945	5.7771328711	0.7626138838	5.7658593744	0.7472134761	0.0016771068	0.0019790317	0.0003332935	0.0004250307	9.664672E-06	9.486849E-06	1.130031E-06	1.109344E-06	0.0014796218	0.0017592964	0.0002981523	0.0003834063	1.0097019697	1.7614641517	1997.2956949955	1.440519E-05	0.0027101720	0.0029927086	1.5000000000	5.5802422757	1997.4154448069
3.600000E+05	0.1312641249	0.4943597947	0.4914191181	5.6892609588	0.7620466829	5.6780905421	0.7471242431	0.0016931365	0.0019903921	0.0003449129	0.0004391625	8.290731E-06	8.118866E-06	9.717291E-07	9.516426E-07	0.0014876831	0.0017617934	0.0003075807	0.0003949026	1.0102453911	1.7796305746	1986.8606902023	1.678127E-05	0.0028900315	0.0032147137	1.6000000000	5.5550586657	1986.9707878652
3.800000E+05	0.1332136369	0.4945306054	0.4914999014	5.6199260705	0.7616048626	5.6093294771	0.7471469342	0.0017093086	0.0020023528	0.0003575546	0.0004545698	1.031618E-05	1.010935E-05	1.214472E-06	1.190207E-06	0.0015743165	0.0018550588	0.0003329840	0.0004259640	1.0105064665	1.8921246317	1976.8890776150	2.033097E-05	0.0031264017	0.0034620961	1.7000000000	5.5320880750	1976.9907626155
4.000000E+05	0.1351486459	0.4946942769	0.4915806048	5.5529045104	0.7612634623	5.5427236425	0.7472180016	0.0017707171	0.0020630446	0.0003762123	0.0004766438	1.334486E-05	1.310156E-05	1.576934E-06	1.548281E-06	0.0015984446	0.0018741444	0.0003443868	0.0004393071	1.0107521039	1.9283372388	1966.5026849931	2.469185E-05	0.0033833136	0.0037256117	1.8000000000	5.5080754064	1966.5946675667
4.200000E+05	0.1370937555	0.4948510899	0.4916607033	5.4761026376	0.7608554035	5.4662794305	0.7473092608	0.0017824776	0.0020701516	0.0003881198	0.0004909996	1.456004E-05	1.429461E-05	1.724499E-06	1.693228E-06	0.0015845298	0.0018541265	0.0003509109	0.0004475786	1.0111255935	1.9217376100	1957.6127147882	2.902270E-05	0.0036063410	0.0039717216	1.9000000000	5.4865260891	1957.6994287571
4.400000E+05	0.1389847540	0.4950017653	0.4917407778	5.3986440552	0.7604907835	5.3888594618	0.7473688293	0.0018088144	0.0020938781	0.0004017396	0.0005073282	1.239225E-05	1.213927E-05	1.470963E-06	1.441072E-06	0.0015905457	0.0018557051	0.0003602791	0.0004589722	1.0115804270	1.9376510566	1948.5803750803	3.379077E-05	0.0038133763	0.0042219459	2.0000000000	5.4642028415	1948.6621917226
4.600000E+05	0.1409257805	0.4951503029	0.4918270070	5.3322347576	0.7602196640	5.3226659503	0.7474363685	0.0018197638	0.0021013982	0.0004144347	0.0005228244	1.410648E-05	1.381528E-05	1.681190E-06	1.646624E-06	0.0016705841	0.0019403431	0.0003860365	0.0004899801	1.0118441510	2.0440351109	1939.6644862540	3.969578E-05	0.0040587111	0.0044969039	2.1000000000	5.4434655303	1939.7408907389
4.800000E+05	0.1429941017	0.4953003317	0.4919250971	5.2728612690	0.7600577541	5.2636578609	0.7477119721	0.0019101414	0.0021926185	0.0004374611	0.0005493382	1.753747E-05	1.719573E-05	2.097588E-06	2.056931E-06	0.0017368126	0.0020060349	0.0004043155	0.0005110627	1.0119732051	2.1293361240	1930.6690887094	4.632623E-05	0.0043555649	0.0047905707	2.2000000000	5.4232940252	1930.7409032387
5.000000E+05	0.1449942834	0.4954391372	0.4920141728	5.2065179174	0.7598313481	5.1976421980	0.7478104196	0.0019219554	0.0022013294	0.0004507689	0.0005652992	1.928699E-05	1.892511E-05	2.323980E-06	2.280723E-06	0.0017190431	0.0019836130	0.0004113475	0.0005199929	1.0122176530	2.1192589717	1922.7738960831	5.440353E-05	0.0046211872	0.0050793159	2.3000000000	5.4030139321	1922.8400644992
5.200000E+05	0.1468960292	0.4955708102	0.4920990562	5.1415043660	0.7596635868	5.1327477239	0.7480527980	0.0019583435	0.0022351033	0.0004651200	0.0005820338	1.980193E-05	1.943386E-05	2.397658E-06	2.353397E-06	0.0017312482	0.0019915096	0.0004209082	0.0005312047	1.0125346817	2.1408708381	1914.4505062179	6.252583E-05	0.0048675212	0.0053591482	2.4000000000	5.3833539650	1914.5132810840
5.400000E+05	0.1488513629	0.4957010963	0.4921895616	5.0740589348	0.7594672703	5.0655909498	0.7483483115	0.0019525938	0.0022260713	0.0004762133	0.0005956793	1.780207E-05	1.744003E-05	2.171070E-06	2.127097E-06	0.0017340825	0.0019913660	0.0004332071	0.0005461726	1.0128816476	2.1566654010	1906.5705008547	7.116700E-05	0.0051090310	0.0056490705	2.5000000000	5.3648996959	1906.6313046087
