0.00	0.1023900758	0.3658471457	0.5000000000	9.1330439920	1.3604616675	8.7678484800	1.1657121561	0.3651955120	0.1947495113	0.000000E+00	0.000000E+00	0.3578768326	0.1862948143	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358833	435.0000000000	0.2794422215	0.0126820455	0.2921242670
0.50	0.1023900758	0.3658471457	0.5000000000	9.1330439912	1.3604616675	8.7678484791	1.1657121561	0.3651955121	0.1947495114	0.000000E+00	0.000000E+00	0.3578768328	0.1862948144	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358899	434.0000000000	0.2805160963	0.0124190348	0.2929351311
1.00	0.1023900758	0.3658471457	0.5000000000	9.1330439933	1.3604616674	8.7678484813	1.1657121560	0.3651955120	0.1947495114	0.000000E+00	0.000000E+00	0.3578768327	0.1862948144	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358900	434.0000000000	0.2805160966	0.0124190345	0.2929351312
1.50	0.1023900758	0.3658471457	0.5000000000	9.1330439951	1.3604616674	8.7678484830	1.1657121560	0.3651955121	0.1947495114	0.000000E+00	0.000000E+00	0.3578768327	0.1862948144	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358903	434.0000000000	0.2805160965	0.0124190345	0.2929351311
2.00	0.1023900758	0.3658471457	0.5000000000	9.1330439959	1.3604616674	8.7678484838	1.1657121560	0.3651955122	0.1947495114	0.000000E+00	0.000000E+00	0.3578768329	0.1862948144	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358876	434.0000000000	0.2805160965	0.0124190345	0.2929351310
2.50	0.1023900758	0.3658471458	0.5000000000	9.1330439958	1.3604616675	8.7678484834	1.1657121560	0.3651955124	0.1947495114	0.000000E+00	0.000000E+00	0.3578768330	0.1862948145	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358856	434.0000000000	0.2805160964	0.0124190345	0.2929351309
3.00	0.1023900758	0.3658471458	0.5000000000	9.1330439952	1.3604616675	8.7678484827	1.1657121560	0.3651955125	0.1947495115	0.000000E+00	0.000000E+00	0.3578768332	0.1862948145	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358861	434.0000000000	0.2805160963	0.0124190345	0.2929351309
3.50	0.1023900758	0.3658471458	0.5000000000	9.1330439950	1.3604616676	8.7678484824	1.1657121560	0.3651955127	0.1947495116	0.000000E+00	0.000000E+00	0.3578768334	0.1862948146	0.000000E+00	0.000000E+00	0.0073186793	0.0084546970	0.000000E+00	0.000000E+00	0.3735478389	5.3550358873	434.0000000000	0.2805160963	0.0124190345	0.2929351308
4.00	0.1023900522	0.3658458590	0.5000000000	9.1330531660	1.3604614188	8.7678622881	1.1657122055	0.3651908778	0.1947492133	0.000000E+00	0.000000E+00	0.3578721985	0.1862945126	0.000000E+00	0.000000E+00	0.0073186793	0.0084547008	0.000000E+00	0.000000E+00	0.3735478389	5.3550170540	434.0000000000	0.2805169572	0.0124190766	0.2929360337
4.50	0.1023899474	0.3658469125	0.5000000000	9.1330540942	1.3604615233	8.7678596025	1.1657123298	0.3651944917	0.1947491934	0.000000E+00	0.000000E+00	0.3578758124	0.1862944950	0.000000E+00	0.000000E+00	0.0073186793	0.0084546984	0.000000E+00	0.000000E+00	0.3735478389	5.3550324768	434.0000000000	0.2805150550	0.0124190585	0.2929341134
5.00	0.1023899483	0.3658472227	0.5000000000	9.1330552327	1.3604618702	8.7678593187	1.1657123468	0.3651959140	0.1947495235	0.000000E+00	0.000000E+00	0.3578772347	0.1862948252	0.000000E+00	0.000000E+00	0.0073186793	0.0084546982	0.000000E+00	0.000000E+00	0.3735478389	5.3550370196	434.0000000000	0.2805151192	0.0124190476	0.2929341667
5.50	0.1023910371	0.3658472671	0.5000000000	9.1331152533	1.3604608770	8.7679188769	1.1657111308	0.3651963764	0.1947497462	0.000000E+00	0.000000E+00	0.3578778504	0.1862951456	0.000000E+00	0.000000E+00	0.0073185261	0.0084546007	0.000000E+00	0.000000E+00	0.3735478389	5.3549255117	434.0000000000	0.2805153517	0.0124191621	0.2929345138
